Serial Number:,PSY1E10S
APP Serial #:,0300039A
Head Serial #:,1864
App Ver:,R1-6-2
COM Ver:,R2-5-0
Instrument Name:,PSY1E10S_1864 
Instrument Comment:,27/03/2018Acklab 
Cooling Time:,10,seconds
Waiting Time:,6,seconds
Warming Duration:,0,seconds
Wait before measurement:,15,seconds
Chamber Heating Duration:,15,seconds
Chamber Heating Schedule:,continuous 
C1:,0.0270
C2:,0.3250
Date,Time,Chamber Temperature (°C),dT (µV),Wet Bulb Depression (µV),Corrected Water Potential (MPa),Intercept,Slope,EDBO,Correction for dT (MPa),Internal Battery Voltage (V),Internal Battery Temperature (°C),External Power Supply Present,External Power Supply Voltage (V),External Power Supply Current (mA),Diagnostic Comment
13/07/2021,17:30:00,17.11,-2.13,4.65,-1.78,0.25,-3.81,-0.67,-0.29,4.20,29.00 ,present ,12.62 ,67.19 ,
13/07/2021,17:40:00,17.01,-2.06,4.55,-1.74,0.25,-3.81,-0.74,-0.28,4.20,28.50 ,present ,12.58 ,67.19 ,
13/07/2021,17:50:01,16.84,-1.99,4.60,-1.76,0.25,-3.81,-0.74,-0.27,4.20,28.30 ,present ,12.61 ,66.00 ,
13/07/2021,18:00:00,16.74,-1.78,4.64,-1.75,0.25,-3.81,-0.73,-0.24,4.20,28.60 ,present ,12.60 ,65.69 ,
13/07/2021,18:10:00,16.61,-2.09,4.49,-1.75,0.25,-3.81,-0.78,-0.29,4.20,27.90 ,present ,12.60 ,65.40 ,
13/07/2021,18:20:00,16.50,-1.99,4.53,-1.75,0.25,-3.81,-0.77,-0.27,4.20,28.00 ,present ,12.60 ,65.69 ,
13/07/2021,18:30:00,16.36,-2.15,4.49,-1.77,0.25,-3.81,-0.85,-0.30,4.20,27.80 ,present ,12.60 ,64.80 ,
13/07/2021,18:40:00,16.22,-2.23,4.43,-1.77,0.25,-3.81,-0.80,-0.31,4.20,27.20 ,present ,12.63 ,64.50 ,
13/07/2021,18:50:00,16.06,-2.18,4.37,-1.75,0.25,-3.81,-0.85,-0.30,4.20,27.50 ,present ,12.59 ,64.50 ,
13/07/2021,19:00:00,15.87,-2.26,4.30,-1.74,0.25,-3.81,-0.88,-0.31,4.20,26.80 ,present ,12.63 ,64.19 ,
13/07/2021,19:10:01,15.73,-1.92,4.46,-1.76,0.25,-3.81,-0.80,-0.26,4.20,26.50 ,present ,12.62 ,63.30 ,
13/07/2021,19:20:01,15.62,-1.61,4.56,-1.76,0.25,-3.81,-0.64,-0.22,4.20,26.30 ,present ,12.58 ,63.00 ,
13/07/2021,19:30:01,15.58,-1.73,4.56,-1.78,0.25,-3.81,-0.76,-0.24,4.20,26.00 ,present ,12.62 ,63.30 ,
13/07/2021,19:40:01,15.48,-1.72,4.45,-1.74,0.25,-3.81,-0.76,-0.24,4.20,26.00 ,present ,12.62 ,62.70 ,
13/07/2021,19:50:01,15.32,-1.93,4.35,-1.75,0.25,-3.81,-0.75,-0.27,4.20,25.90 ,present ,12.62 ,62.70 ,
13/07/2021,20:00:00,15.19,-1.69,4.35,-1.72,0.25,-3.81,-0.74,-0.23,4.20,25.40 ,present ,12.62 ,63.00 ,
13/07/2021,20:10:01,15.09,-1.76,4.37,-1.75,0.25,-3.81,-0.67,-0.24,4.20,25.50 ,present ,12.61 ,62.10 ,
13/07/2021,20:20:01,14.95,-1.69,4.33,-1.73,0.25,-3.81,-0.67,-0.23,4.20,25.50 ,present ,12.62 ,62.70 ,
13/07/2021,20:30:01,14.83,-1.70,4.39,-1.76,0.25,-3.81,-0.72,-0.23,4.20,25.40 ,present ,12.61 ,61.80 ,
13/07/2021,20:40:01,14.73,-1.59,4.36,-1.74,0.25,-3.81,-0.61,-0.22,4.20,25.10 ,present ,12.61 ,61.50 ,
13/07/2021,20:50:00,14.64,-1.52,4.37,-1.74,0.25,-3.81,-0.65,-0.21,4.20,25.00 ,present ,12.64 ,61.50 ,
13/07/2021,21:00:01,14.54,-1.57,4.38,-1.75,0.25,-3.81,-0.62,-0.22,4.20,24.70 ,present ,12.63 ,60.60 ,
13/07/2021,21:10:01,14.44,-1.29,4.40,-1.73,0.25,-3.81,-0.62,-0.18,4.20,24.60 ,present ,12.64 ,60.90 ,
13/07/2021,21:20:00,14.39,-1.14,4.49,-1.75,0.25,-3.81,-0.48,-0.16,4.20,24.70 ,present ,12.60 ,60.90 ,
13/07/2021,21:30:01,14.36,-1.07,4.51,-1.74,0.25,-3.81,-0.49,-0.15,4.20,24.60 ,present ,12.64 ,60.90 ,
13/07/2021,21:40:01,14.30,-1.09,4.57,-1.77,0.25,-3.81,-0.54,-0.15,4.20,24.80 ,present ,12.63 ,60.60 ,
13/07/2021,21:50:00,14.25,-1.21,4.41,-1.73,0.25,-3.81,-0.53,-0.17,4.20,24.60 ,present ,12.60 ,60.60 ,
13/07/2021,22:00:01,14.16,-1.25,4.37,-1.73,0.25,-3.81,-0.58,-0.17,4.20,24.20 ,present ,12.63 ,59.70 ,
13/07/2021,22:10:00,14.09,-1.18,4.40,-1.73,0.25,-3.81,-0.47,-0.16,4.20,24.10 ,present ,12.63 ,59.70 ,
13/07/2021,22:20:00,14.04,-1.14,4.42,-1.74,0.25,-3.81,-0.51,-0.16,4.20,24.40 ,present ,12.59 ,60.00 ,
13/07/2021,22:30:01,13.97,-1.17,4.37,-1.73,0.25,-3.81,-0.58,-0.16,4.20,24.20 ,present ,12.63 ,59.70 ,
13/07/2021,22:40:00,13.92,-1.06,4.47,-1.75,0.25,-3.81,-0.40,-0.15,4.20,24.10 ,present ,12.59 ,59.70 ,
13/07/2021,22:50:00,13.88,-1.00,4.41,-1.73,0.25,-3.81,-0.56,-0.14,4.20,24.40 ,present ,12.59 ,60.00 ,
13/07/2021,23:00:01,13.82,-1.02,4.43,-1.74,0.25,-3.81,-0.53,-0.14,4.20,24.10 ,present ,12.63 ,59.40 ,
13/07/2021,23:10:00,13.79,-0.74,4.57,-1.76,0.25,-3.81,-0.36,-0.10,4.20,23.80 ,present ,12.63 ,59.40 ,
13/07/2021,23:20:00,13.79,-0.81,4.55,-1.76,0.25,-3.81,-0.46,-0.11,4.20,24.30 ,present ,12.59 ,59.40 ,
13/07/2021,23:30:00,13.78,-0.86,4.51,-1.75,0.25,-3.81,-0.42,-0.12,4.20,24.20 ,present ,12.62 ,59.10 ,
13/07/2021,23:40:00,13.74,-0.93,4.45,-1.74,0.25,-3.81,-0.55,-0.13,4.20,24.00 ,present ,12.59 ,59.70 ,
13/07/2021,23:50:00,13.71,-0.78,4.49,-1.74,0.25,-3.81,-0.35,-0.11,4.20,24.10 ,present ,12.62 ,58.80 ,
14/07/2021,00:00:00,13.69,-0.76,4.52,-1.75,0.25,-3.81,-0.48,-0.10,4.20,24.10 ,present ,12.63 ,59.40 ,
14/07/2021,00:10:00,13.69,-0.76,4.54,-1.75,0.25,-3.81,-0.52,-0.10,4.20,23.90 ,present ,12.62 ,58.80 ,
14/07/2021,00:20:00,13.68,-0.75,4.52,-1.74,0.25,-3.81,-0.44,-0.10,4.20,24.20 ,present ,12.62 ,58.80 ,
14/07/2021,00:30:00,13.65,-0.84,4.44,-1.73,0.25,-3.81,-0.43,-0.11,4.20,24.00 ,present ,12.62 ,58.80 ,
14/07/2021,00:40:00,13.62,-0.75,4.49,-1.74,0.25,-3.81,-0.48,-0.10,4.20,23.90 ,present ,12.62 ,58.50 ,
14/07/2021,00:50:01,13.60,-0.92,4.41,-1.73,0.25,-3.81,-0.53,-0.13,4.20,24.20 ,present ,12.62 ,58.50 ,
14/07/2021,01:00:01,13.58,-0.77,4.51,-1.75,0.25,-3.81,-0.37,-0.10,4.20,24.10 ,present ,12.62 ,58.50 ,
14/07/2021,01:10:01,13.54,-0.94,4.38,-1.73,0.25,-3.81,-0.49,-0.13,4.20,24.00 ,present ,12.62 ,59.10 ,
14/07/2021,01:20:01,13.49,-0.78,4.45,-1.74,0.25,-3.81,-0.41,-0.11,4.20,23.80 ,present ,12.59 ,58.80 ,
14/07/2021,01:30:01,13.48,-0.66,4.47,-1.73,0.25,-3.81,-0.50,-0.09,4.20,23.80 ,present ,12.62 ,59.10 ,
14/07/2021,01:40:00,13.48,-0.67,4.52,-1.75,0.25,-3.81,-0.35,-0.09,4.20,23.60 ,present ,12.62 ,58.80 ,
14/07/2021,01:50:00,13.46,-0.70,4.48,-1.74,0.25,-3.81,-0.49,-0.09,4.20,23.80 ,present ,12.62 ,58.50 ,
14/07/2021,02:00:01,13.46,-0.76,4.51,-1.76,0.25,-3.81,-0.41,-0.10,4.20,23.70 ,present ,12.62 ,58.20 ,
14/07/2021,02:10:01,13.44,-0.67,4.48,-1.74,0.25,-3.81,-0.39,-0.09,4.20,23.30 ,present ,12.61 ,57.90 ,
14/07/2021,02:20:01,13.46,-0.68,4.42,-1.71,0.25,-3.81,-0.44,-0.09,4.20,23.90 ,present ,12.61 ,57.90 ,
14/07/2021,02:30:00,13.41,-0.86,4.40,-1.73,0.25,-3.81,-0.54,-0.12,4.20,23.70 ,present ,12.61 ,57.90 ,
14/07/2021,02:40:01,13.38,-0.83,4.44,-1.75,0.25,-3.81,-0.37,-0.11,4.20,23.50 ,present ,12.61 ,57.90 ,
14/07/2021,02:50:01,13.37,-0.64,4.40,-1.71,0.25,-3.81,-0.44,-0.09,4.20,23.70 ,present ,12.65 ,57.90 ,
14/07/2021,03:00:00,13.39,-0.62,4.53,-1.75,0.25,-3.81,-0.34,-0.08,4.20,23.70 ,present ,12.61 ,57.90 ,
14/07/2021,03:10:01,13.36,-0.59,4.46,-1.72,0.25,-3.81,-0.38,-0.08,4.20,23.60 ,present ,12.61 ,57.60 ,
14/07/2021,03:20:00,13.37,-0.57,4.48,-1.73,0.25,-3.81,-0.39,-0.08,4.20,23.30 ,present ,12.58 ,57.60 ,
14/07/2021,03:30:01,13.36,-0.78,4.46,-1.75,0.25,-3.81,-0.53,-0.11,4.20,23.40 ,present ,12.61 ,57.90 ,
14/07/2021,03:40:00,13.33,-0.62,4.42,-1.72,0.25,-3.81,-0.32,-0.08,4.20,23.60 ,present ,12.62 ,58.20 ,
14/07/2021,03:50:00,13.34,-0.63,4.54,-1.76,0.25,-3.81,-0.35,-0.08,4.20,23.50 ,present ,12.61 ,57.60 ,
14/07/2021,04:00:01,13.32,-0.72,4.40,-1.72,0.25,-3.81,-0.33,-0.10,4.20,23.60 ,present ,12.62 ,58.20 ,
14/07/2021,04:10:00,13.31,-0.62,4.47,-1.73,0.25,-3.81,-0.41,-0.08,4.20,23.30 ,present ,12.62 ,58.20 ,
14/07/2021,04:20:00,13.31,-0.67,4.48,-1.74,0.25,-3.81,-0.40,-0.09,4.20,23.50 ,present ,12.61 ,57.60 ,
14/07/2021,04:30:00,13.34,-0.54,4.58,-1.76,0.25,-3.81,-0.29,-0.07,4.20,23.50 ,present ,12.61 ,57.90 ,
14/07/2021,04:40:00,13.34,-0.64,4.48,-1.74,0.25,-3.81,-0.41,-0.09,4.20,23.60 ,present ,12.61 ,57.90 ,
14/07/2021,04:50:01,13.33,-0.59,4.51,-1.74,0.25,-3.81,-0.50,-0.08,4.20,23.70 ,present ,12.61 ,57.30 ,
14/07/2021,05:00:00,13.35,-0.57,4.46,-1.72,0.25,-3.81,-0.38,-0.08,4.20,23.50 ,present ,12.61 ,57.30 ,
14/07/2021,05:10:00,13.32,-0.56,4.52,-1.74,0.25,-3.81,-0.45,-0.08,4.20,23.60 ,present ,12.61 ,57.60 ,
14/07/2021,05:20:00,13.33,-0.66,4.48,-1.74,0.25,-3.81,-0.37,-0.09,4.20,23.50 ,present ,12.65 ,57.90 ,
14/07/2021,05:30:00,13.34,-0.41,4.46,-1.70,0.25,-3.81,-0.39,-0.05,4.20,23.50 ,present ,12.61 ,57.30 ,
14/07/2021,05:40:00,13.34,-0.66,4.50,-1.75,0.25,-3.81,-0.39,-0.09,4.20,23.50 ,present ,12.58 ,57.60 ,
14/07/2021,05:50:00,13.33,-0.52,4.47,-1.72,0.25,-3.81,-0.34,-0.07,4.20,24.00 ,present ,12.61 ,57.30 ,
14/07/2021,06:00:00,13.36,-0.38,4.58,-1.74,0.25,-3.81,-0.31,-0.05,4.20,23.70 ,present ,12.65 ,57.60 ,
14/07/2021,06:10:00,13.39,-0.35,4.53,-1.71,0.25,-3.81,-0.27,-0.04,4.20,23.50 ,present ,12.65 ,57.60 ,
14/07/2021,06:20:01,13.42,-0.48,4.57,-1.74,0.25,-3.81,-0.37,-0.06,4.20,23.60 ,present ,12.61 ,57.30 ,
14/07/2021,06:30:01,13.45,-0.54,4.54,-1.74,0.25,-3.81,-0.29,-0.07,4.20,23.70 ,present ,12.61 ,57.60 ,
14/07/2021,06:40:01,13.47,-0.49,4.55,-1.73,0.25,-3.81,-0.17,-0.06,4.20,23.90 ,present ,12.61 ,57.90 ,
14/07/2021,06:50:00,13.50,-0.35,4.64,-1.75,0.25,-3.81,-0.26,-0.05,4.20,23.50 ,present ,12.61 ,57.00 ,
14/07/2021,07:00:01,13.54,-0.31,4.70,-1.76,0.25,-3.81,-0.26,-0.04,4.20,23.90 ,present ,12.61 ,57.60 ,
14/07/2021,07:10:01,13.60,-0.40,4.64,-1.75,0.25,-3.81,-0.35,-0.05,4.20,24.10 ,present ,12.61 ,57.60 ,
14/07/2021,07:20:00,13.65,-0.47,4.59,-1.73,0.25,-3.81,-0.35,-0.06,4.20,23.90 ,present ,12.61 ,57.00 ,
14/07/2021,07:30:01,13.68,-0.38,4.70,-1.76,0.25,-3.81,-0.27,-0.05,4.20,23.90 ,present ,12.61 ,57.30 ,
14/07/2021,07:40:01,13.73,-0.38,4.65,-1.74,0.25,-3.81,-0.30,-0.05,4.20,24.10 ,present ,12.61 ,57.60 ,
14/07/2021,07:50:01,13.76,-0.45,4.58,-1.72,0.25,-3.81,-0.33,-0.06,4.20,24.10 ,present ,12.61 ,57.60 ,
14/07/2021,08:00:01,13.78,-0.42,4.59,-1.72,0.25,-3.81,-0.31,-0.05,4.20,24.20 ,present ,12.64 ,57.00 ,
14/07/2021,08:10:00,13.79,-0.55,4.58,-1.73,0.25,-3.81,-0.27,-0.07,4.20,24.50 ,present ,12.60 ,56.70 ,
14/07/2021,08:20:00,13.79,-0.64,4.49,-1.71,0.25,-3.81,-0.42,-0.09,4.20,24.40 ,present ,12.60 ,56.70 ,
14/07/2021,08:30:01,13.81,-0.51,4.57,-1.72,0.25,-3.81,-0.35,-0.07,4.20,24.50 ,present ,12.61 ,57.00 ,
14/07/2021,08:40:00,13.85,-0.39,4.69,-1.75,0.25,-3.81,-0.31,-0.05,4.20,24.60 ,present ,12.61 ,57.00 ,
14/07/2021,08:50:01,13.88,-0.40,4.64,-1.73,0.25,-3.81,-0.27,-0.05,4.20,24.70 ,present ,12.64 ,57.00 ,
14/07/2021,09:00:00,13.94,-0.26,4.72,-1.73,0.25,-3.81,-0.20,-0.03,4.20,25.10 ,present ,12.61 ,57.00 ,
14/07/2021,09:10:00,14.01,-0.29,4.74,-1.74,0.25,-3.81,-0.24,-0.04,4.20,25.00 ,present ,12.61 ,57.00 ,
14/07/2021,09:20:01,14.09,-0.13,4.80,-1.73,0.25,-3.81,-0.17,-0.01,4.20,25.40 ,present ,12.61 ,57.30 ,
14/07/2021,09:30:00,14.19,0.02,4.92,-1.75,0.25,-3.81,-0.08,0.00,4.20,25.50 ,present ,12.61 ,57.00 ,
14/07/2021,09:40:00,14.31,0.11,4.98,-1.75,0.25,-3.81,-0.11,0.01,4.20,25.70 ,present ,12.61 ,57.60 ,
14/07/2021,09:50:01,14.47,0.20,5.08,-1.76,0.25,-3.81,-0.11,0.02,4.20,25.90 ,present ,12.60 ,56.70 ,
14/07/2021,10:00:00,14.58,0.08,5.02,-1.75,0.25,-3.81,-0.09,0.01,4.20,26.00 ,present ,12.61 ,57.00 ,
14/07/2021,10:10:00,14.77,0.40,5.26,-1.78,0.25,-3.81,-0.10,0.05,4.20,26.20 ,present ,12.61 ,57.60 ,
14/07/2021,10:20:01,15.04,1.68,6.01,-1.85,0.25,-3.81,0.37,0.23,4.20,27.60 ,present ,12.57 ,57.30 ,
14/07/2021,10:30:00,15.52,1.03,5.73,-1.81,0.25,-3.81,0.21,0.14,4.20,28.50 ,present ,12.65 ,57.60 ,
14/07/2021,10:40:00,15.93,0.93,5.87,-1.84,0.25,-3.81,0.11,0.13,4.20,29.00 ,present ,12.62 ,58.20 ,
14/07/2021,10:50:00,16.34,0.88,6.00,-1.86,0.25,-3.81,0.27,0.12,4.20,29.50 ,present ,12.58 ,58.50 ,
14/07/2021,11:00:00,16.86,1.30,6.29,-1.87,0.25,-3.81,0.24,0.18,4.20,30.10 ,present ,12.62 ,58.20 ,
14/07/2021,11:10:00,17.36,0.81,6.18,-1.86,0.25,-3.81,0.18,0.11,4.20,31.00 ,present ,12.62 ,58.20 ,
14/07/2021,11:20:00,17.64,-0.64,5.37,-1.78,0.25,-3.81,-0.31,-0.08,4.20,30.70 ,present ,12.59 ,58.80 ,
14/07/2021,11:30:00,17.71,-0.72,5.32,-1.77,0.25,-3.81,-0.34,-0.10,4.20,30.90 ,present ,12.62 ,58.80 ,
14/07/2021,11:40:00,17.78,-1.10,5.09,-1.74,0.25,-3.81,-0.55,-0.15,4.20,30.40 ,present ,12.62 ,58.50 ,
14/07/2021,11:50:00,17.83,-0.82,5.32,-1.78,0.25,-3.81,-0.33,-0.11,4.20,30.30 ,present ,12.58 ,57.90 ,
14/07/2021,12:00:01,17.91,-0.69,5.40,-1.78,0.25,-3.81,-0.35,-0.09,4.20,30.80 ,present ,12.62 ,58.50 ,
14/07/2021,12:10:01,18.01,-0.56,5.51,-1.79,0.25,-3.81,-0.32,-0.07,4.20,30.70 ,present ,12.62 ,58.80 ,
14/07/2021,12:20:01,18.17,-0.26,5.73,-1.81,0.25,-3.81,-0.27,-0.03,4.20,30.80 ,present ,12.62 ,58.50 ,
14/07/2021,12:30:00,18.33,-0.61,5.54,-1.79,0.25,-3.81,-0.44,-0.08,4.20,31.40 ,present ,12.61 ,57.90 ,
14/07/2021,12:40:01,18.39,-0.91,5.42,-1.79,0.25,-3.81,-0.42,-0.12,4.20,31.20 ,present ,12.61 ,57.90 ,
14/07/2021,12:50:01,18.49,-0.18,5.82,-1.81,0.25,-3.81,-0.18,-0.02,4.20,31.40 ,present ,12.61 ,57.90 ,
14/07/2021,13:00:01,18.65,-0.54,5.58,-1.77,0.25,-3.81,-0.46,-0.07,4.20,32.20 ,present ,12.62 ,58.50 ,
14/07/2021,13:10:01,18.76,-0.76,5.58,-1.80,0.25,-3.81,-0.42,-0.10,4.20,32.50 ,present ,12.58 ,58.20 ,
14/07/2021,13:20:00,18.82,-0.95,5.46,-1.78,0.25,-3.81,-0.50,-0.13,4.20,32.20 ,present ,12.62 ,58.80 ,
14/07/2021,13:30:01,18.83,-0.98,5.38,-1.76,0.25,-3.81,-0.51,-0.13,4.20,32.50 ,present ,12.62 ,58.80 ,
14/07/2021,13:40:01,18.82,-0.99,5.34,-1.75,0.25,-3.81,-0.64,-0.13,4.20,33.00 ,present ,12.62 ,58.20 ,
14/07/2021,13:50:00,18.91,-0.33,5.60,-1.74,0.25,-3.81,-0.47,-0.04,4.20,33.80 ,present ,12.59 ,58.80 ,
14/07/2021,14:00:01,19.00,-0.33,5.72,-1.77,0.25,-3.81,-0.49,-0.04,4.20,34.50 ,present ,12.62 ,59.10 ,
14/07/2021,14:10:00,19.20,-0.48,5.68,-1.76,0.25,-3.81,-0.54,-0.06,4.20,35.40 ,present ,12.63 ,59.40 ,
14/07/2021,14:20:01,19.28,0.10,6.01,-1.78,0.25,-3.81,-0.35,0.01,4.20,35.90 ,present ,12.59 ,59.40 ,
14/07/2021,14:30:01,19.50,0.10,6.10,-1.80,0.25,-3.81,-0.22,0.01,4.20,36.09 ,present ,12.59 ,59.40 ,
14/07/2021,14:40:00,19.64,0.40,6.36,-1.83,0.25,-3.81,-0.16,0.05,4.20,36.80 ,present ,12.59 ,59.40 ,
14/07/2021,14:50:01,19.88,0.07,6.19,-1.80,0.25,-3.81,-0.16,0.01,4.20,38.09 ,present ,12.59 ,59.70 ,
14/07/2021,15:00:00,19.95,-0.22,5.95,-1.77,0.25,-3.81,-0.56,-0.03,4.20,39.90 ,present ,12.63 ,60.00 ,
14/07/2021,15:10:01,20.11,0.04,6.19,-1.80,0.25,-3.81,-0.38,0.00,4.20,41.80 ,present ,12.57 ,61.80 ,
14/07/2021,15:20:00,20.20,-0.22,6.02,-1.78,0.25,-3.81,-0.53,-0.03,4.20,43.90 ,present ,12.61 ,61.80 ,
14/07/2021,15:30:01,20.43,-0.66,5.84,-1.77,0.25,-3.81,-0.67,-0.09,4.21,45.60 ,present ,12.62 ,62.70 ,
14/07/2021,15:40:00,20.60,-0.85,5.77,-1.77,0.25,-3.81,-0.66,-0.11,4.20,45.40 ,present ,12.61 ,62.10 ,
14/07/2021,15:50:00,20.80,-1.37,5.39,-1.71,0.25,-3.81,-0.78,-0.18,4.20,42.70 ,present ,12.64 ,61.80 ,
14/07/2021,16:00:01,20.64,-1.55,5.49,-1.78,0.25,-3.81,-0.65,-0.21,4.20,39.59 ,present ,12.59 ,59.40 ,
14/07/2021,16:10:00,20.58,-1.53,5.44,-1.76,0.25,-3.81,-0.65,-0.20,4.20,37.09 ,present ,12.62 ,58.50 ,
14/07/2021,16:20:00,20.48,-1.32,5.57,-1.78,0.25,-3.81,-0.59,-0.18,4.20,35.59 ,present ,12.65 ,57.90 ,
14/07/2021,16:30:00,20.50,-0.66,5.82,-1.76,0.25,-3.81,-0.35,-0.09,4.20,34.09 ,present ,12.61 ,57.90 ,
14/07/2021,16:40:00,20.47,-1.07,5.58,-1.74,0.25,-3.81,-0.43,-0.14,4.20,33.30 ,present ,12.65 ,57.60 ,
